lat,long,route id
14.57831076919632,121.02760374318241,0-A
14.5764948,121.034865,0-A
14.5838459,121.0279167,0-A
14.5772386,121.0349031,0-A
14.5814485,121.0308131,0-A
14.589537161513958,121.02377033608316,0-A
14.593634,121.0287531,0-A
14.578986,121.0561932,0-A
14.5759715,121.0499348,0-A
14.5797237,121.0261573,1-A
14.5736125,121.0478833,1-A
14.5758953,121.0365009,1-A
14.5782276,121.0429155,1-A
14.5697887,121.0319634,1-A
14.57045259052689,121.04176240719018,1-A
14.576681,121.0348462,1-A
14.5838459,121.0279167,1-A
14.5865283,121.0423394,1-A
14.5797237,121.0261573,2-A
14.593292694379882,121.02674119872164,2-A
14.5697887,121.0319634,2-A
14.5764948,121.034865,2-A
14.5858473,121.0376818,2-A
14.5893472,121.0456851,2-A
14.5758953,121.0365009,2-A
14.5838459,121.0279167,2-A
14.5865283,121.0423394,2-A
14.5814485,121.0308131,3-A
14.5841193,121.0371758,3-A
14.5764948,121.034865,3-A
14.5778888,121.0569514,3-A
14.5912362,121.0576,3-A
14.5736125,121.0478833,3-A
14.57045259052689,121.04176240719018,3-A
14.5784846,121.0326939,3-A
14.57831076919632,121.02760374318241,4-A
14.5758953,121.0365009,4-A
14.5841193,121.0371758,4-A
14.576681,121.0348462,4-A
14.5858224,121.0260732,4-A
14.5799485,121.0207605,4-A
14.593634,121.0287531,4-A
14.578986,121.0561932,4-A
14.5759715,121.0499348,4-A
14.5712645,121.0414545,5-A
14.5697887,121.0319634,5-A
14.5736125,121.0478833,5-A
14.578289,121.0332529,5-A
14.569807,121.0319437,5-A
14.5858224,121.0260732,5-A
14.5858473,121.0376818,5-A
14.5764948,121.034865,5-A
14.5712645,121.0414545,6-A
14.5782276,121.0429155,6-A
14.5736125,121.0478833,6-A
14.5788327,121.0402648,6-A
14.5866694,121.0377847,6-A
14.5812652,121.0292591,6-A
14.589537161513958,121.02377033608316,6-A
14.5764948,121.034865,6-A
14.5697887,121.0319634,7-A
14.5799485,121.0207605,7-A
14.5784846,121.0326939,7-A
14.5838459,121.0279167,7-A
14.5858473,121.0376818,7-A
14.593292694379882,121.02674119872164,7-A
14.569807,121.0319437,7-A
14.5812652,121.0292591,7-A
