WKT,Coordinates,Route Name,Route Number,,,
POINT (120.9894567 14.6127404),14.6127404,120.9894567,Dapitan-Libertad via Mabini,105,,
POINT (120.9870331 14.6105312),14.6105312,120.9870331,Dapitan-Libertad via Mabini,105,,
POINT (120.9860597 14.6092272),14.6092272,120.9860597,Dapitan-Libertad via Mabini,105,,
POINT (120.9857719 14.6070512),14.6070512,120.9857719,Dapitan-Libertad via Mabini,105,,
POINT (120.9845613 14.6011377),14.6011377,120.9845613,Dapitan-Libertad via Mabini,105,,
POINT (120.9842344 14.5996248),14.5996248,120.9842344,Dapitan-Libertad via Mabini,105,,
POINT (120.9805243 14.5946188),14.5946188,120.9805243,Dapitan-Libertad via Mabini,105,,
POINT (120.9789148 14.5937907),14.5937907,120.9789148,Dapitan-Libertad via Mabini,105,,
POINT (120.9783318 14.5845074),14.5845074,120.9783318,Dapitan-Libertad via Mabini,105,,
POINT (120.9787993 14.5804327),14.5804327,120.9787993,Dapitan-Libertad via Mabini,105,,
POINT (120.9803629 14.5771508),14.5771508,120.9803629,Dapitan-Libertad via Mabini,105,,
POINT (120.9813771 14.5750556),14.5750556,120.9813771,Dapitan-Libertad via Mabini,105,,
POINT (120.9834635 14.5707922),14.5707922,120.9834635,Dapitan-Libertad via Mabini,105,,
POINT (120.9847405 14.5682721),14.5682721,120.9847405,Dapitan-Libertad via Mabini,105,,
POINT (120.986198 14.5652056),14.5652056,120.986198,Dapitan-Libertad via Mabini,105,,
POINT (120.98715002086136 14.564497992460518),14.56449799,120.98715,Dapitan-Libertad via Mabini,105,,
POINT (120.9883069 14.5622429),14.5622429,120.9883069,Dapitan-Libertad via Mabini,105,,
POINT (120.9894331 14.5600403),14.5600403,120.9894331,Dapitan-Libertad via Mabini,105,,
POINT (120.9908638 14.556637),14.556637,120.9908638,Dapitan-Libertad via Mabini,105,,
POINT (120.9996202 14.6219852),14.6219852,120.9996202,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9954151197085 14.6180296197085),14.61802962,120.9954151,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9982284 14.6207092),14.6207092,120.9982284,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9969767 14.6195741),14.6195741,120.9969767,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9949423 14.617734),14.617734,120.9949423,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9928953 14.615863),14.615863,120.9928953,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9909505 14.6140934),14.6140934,120.9909505,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.989454 14.6127382),14.6127382,120.989454,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9870185 14.6105136),14.6105136,120.9870185,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9860597 14.6092263),14.6092263,120.9860597,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9857707 14.6070487),14.6070487,120.9857707,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.984561 14.6011342),14.6011342,120.984561,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9842335 14.599622),14.599622,120.9842335,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.980525 14.5946205),14.5946205,120.980525,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9809874 14.5897473),14.5897473,120.9809874,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9823402 14.5864156),14.5864156,120.9823402,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9827094 14.5858249),14.5858249,120.9827094,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.983624 14.5841727),14.5841727,120.983624,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9843086 14.5829914),14.5829914,120.9843086,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9861714 14.5796664),14.5796664,120.9861714,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9880668 14.5763558),14.5763558,120.9880668,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9891695 14.5744303),14.5744303,120.9891695,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9912287 14.5707414),14.5707414,120.9912287,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9917357 14.5697845),14.5697845,120.9917357,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9931489 14.5667716),14.5667716,120.9931489,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9939492 14.5650497),14.5650497,120.9939492,Dapitan-Pasay Rotonda via L Guinto,106,,
POINT (120.9948944 14.563055),14.563055,120.9948944,Dapitan-Pasay Rotonda via L Guinto,107,,
POINT (120.9961414 14.5583668),14.5583668,120.9961414,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9970016 14.554467),14.554467,120.9970016,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9962264 14.553716),14.553716,120.9962264,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9979553 14.55056),14.55056,120.9979553,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9987788 14.547007),14.547007,120.9987788,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9997253 14.5426375),14.5426375,120.9997253,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (121.0005164 14.5391767),14.5391767,121.0005164,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (121.0001521 14.5376391),14.5376391,121.0001521,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9963256 14.5373918),14.5373918,120.9963256,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9960614 14.5378362),14.5378362,120.9960614,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9937078 14.5408398),14.5408398,120.9937078,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9955102 14.5423767),14.5423767,120.9955102,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9946231 14.5443084),14.5443084,120.9946231,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9975843 14.5403206),14.5403206,120.9975843,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9927207 14.5429999),14.5429999,120.9927207,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.994609 14.5434152),14.5434152,120.994609,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.996374 14.5412811),14.5412811,120.996374,Divisoria-Pasay Rotonda via L Guinto,107,,
POINT (120.9739851 14.6063449),14.6063449,120.9739851,Divisoria-Punta via Sta Mesa,108,,
POINT (120.9752909 14.6058463),14.6058463,120.9752909,Divisoria-Punta via Sta Mesa,108,,
POINT (120.9766254 14.6053386),14.6053386,120.9766254,Divisoria-Punta via Sta Mesa,108,,
POINT (120.97944158975379 14.60422219898383),14.6042222,120.9794416,Divisoria-Punta via Sta Mesa,108,,
POINT (120.9829783 14.6034859),14.6034859,120.9829783,Divisoria-Punta via Sta Mesa,108,,
POINT (120.9854237 14.6028989),14.6028989,120.9854237,Divisoria-Punta via Sta Mesa,108,,
POINT (120.9870085 14.6021699),14.6021699,120.9870085,Divisoria-Punta via Sta Mesa,108,,
POINT (120.9912228 14.600585),14.600585,120.9912228,Divisoria-Punta via Sta Mesa,108,,
POINT (120.9932265 14.6014292),14.6014292,120.9932265,Divisoria-Punta via Sta Mesa,108,,
POINT (120.9951348 14.6007645),14.6007645,120.9951348,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0033471 14.6014926),14.6014926,121.0033471,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0046973 14.6015898),14.6015898,121.0046973,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0090711 14.6019002),14.6019002,121.0090711,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0111912 14.6021979),14.6021979,121.0111912,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0132055 14.6008392),14.6008392,121.0132055,Divisoria-Punta via Sta Mesa,108,,
POINT (121.015497 14.5976726),14.5976726,121.015497,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0177643 14.5974795),14.5974795,121.0177643,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0183647 14.5970356),14.5970356,121.0183647,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0206371 14.5960982),14.5960982,121.0206371,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0221838 14.5954677),14.5954677,121.0221838,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0227154 14.5952542),14.5952542,121.0227154,Divisoria-Punta via Sta Mesa,108,,
POINT (121.02332 14.5950124),14.5950124,121.02332,Divisoria-Punta via Sta Mesa,108,,
POINT (121.024765 14.5944809),14.5944809,121.024765,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0269524 14.5936898),14.5936898,121.0269524,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0261501 14.5922492),14.5922492,121.0261501,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0233417 14.5897964),14.5897964,121.0233417,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0230222 14.5895555),14.5895555,121.0230222,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0226995 14.5892722),14.5892722,121.0226995,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0208877 14.587461),14.587461,121.0208877,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0191146 14.587552),14.587552,121.0191146,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0175428 14.5875525),14.5875525,121.0175428,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0141648 14.5871585),14.5871585,121.0141648,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0111305 14.5858184),14.5858184,121.0111305,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0108784 14.5857152),14.5857152,121.0108784,Divisoria-Punta via Sta Mesa,108,,
POINT (121.0103567 14.585531),14.585531,121.0103567,Divisoria-Punta via Sta Mesa,108,,
POINT (120.9913756 14.570808),14.570808,120.9913756,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9891767 14.5763726),14.5763726,120.9891767,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9877176 14.578954),14.578954,120.9877176,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9860983 14.5800821),14.5800821,120.9860983,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9849936 14.5820689),14.5820689,120.9849936,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9837571 14.584207),14.584207,120.9837571,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9828944 14.5858125),14.5858125,120.9828944,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9825008 14.5865033),14.5865033,120.9825008,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9806695 14.5908522),14.5908522,120.9806695,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9801684 14.5930207),14.5930207,120.9801684,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9843719 14.5995193),14.5995193,120.9843719,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9850232 14.6023438),14.6023438,120.9850232,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9874173 14.6051651),14.6051651,120.9874173,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9954054 14.6120772),14.6120772,120.9954054,Libertad-Quezon Institute via L Guinto,109,,
POINT (121.0050384 14.6180409),14.6180409,121.0050384,Libertad-Quezon Institute via L Guinto,109,,
POINT (121.0080411 14.6183073),14.6183073,121.0080411,Libertad-Quezon Institute via L Guinto,109,,
POINT (120.9828295 14.6223424),14.6223424,120.9828295,Malanday-Pier South,110,,
POINT (120.9827962 14.6207215),14.6207215,120.9827962,Malanday-Pier South,110,,
POINT (120.9827184 14.6184381),14.6184381,120.9827184,Malanday-Pier South,110,,
POINT (120.9826604 14.6162452),14.6162452,120.9826604,Malanday-Pier South,110,,
POINT (120.9825821 14.6138449),14.6138449,120.9825821,Malanday-Pier South,110,,
POINT (120.9824198 14.611256),14.611256,120.9824198,Malanday-Pier South,110,,
POINT (120.9823275 14.6099658),14.6099658,120.9823275,Malanday-Pier South,110,,
POINT (120.9819846 14.6054053),14.6054053,120.9819846,Malanday-Pier South,110,,
POINT (120.9819028 14.6040404),14.6040404,120.9819028,Malanday-Pier South,110,,
POINT (120.9816539 14.6012945),14.6012945,120.9816539,Malanday-Pier South,110,,
POINT (120.9812616 14.6004997),14.6004997,120.9812616,Malanday-Pier South,110,,
POINT (120.9741313 14.5936747),14.5936747,120.9741313,Malanday-Pier South,110,,
POINT (120.9729845 14.5926651),14.5926651,120.9729845,Malanday-Pier South,110,,
POINT (120.9715676 14.591414),14.591414,120.9715676,Malanday-Pier South,110,,
POINT (120.9715596 14.5895159),14.5895159,120.9715596,Malanday-Pier South,110,,
POINT (120.9739933 14.5855674),14.5855674,120.9739933,Malanday-Pier South,110,,
POINT (120.9725372 14.5879883),14.5879883,120.9725372,Malanday-Pier South,110,,
POINT (120.9890079443709 14.57173099402774),14.57173099,120.9890079,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9893082 14.5744916),14.5744916,120.9893082,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9882116 14.5764108),14.5764108,120.9882116,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9860936 14.5800859),14.5800859,120.9860936,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9849919 14.5820712),14.5820712,120.9849919,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9837614 14.5842174),14.5842174,120.9837614,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9828904 14.5858105),14.5858105,120.9828904,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9824974 14.5865048),14.5865048,120.9824974,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9809924 14.5897442),14.5897442,120.9809924,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9806682 14.5908507),14.5908507,120.9806682,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9801711 14.5930249),14.5930249,120.9801711,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9843689 14.5995171),14.5995171,120.9843689,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9850249 14.6023444),14.6023444,120.9850249,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9874109 14.6051642),14.6051642,120.9874109,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9896725 14.6067518),14.6067518,120.9896725,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9915689 14.6084353),14.6084353,120.9915689,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9926756 14.6095242),14.6095242,120.9926756,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9935633 14.6104059),14.6104059,120.9935633,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9954051 14.6120801),14.6120801,120.9954051,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9974637 14.6139524),14.6139524,120.9974637,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.9996489 14.6159351),14.6159351,120.9996489,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (121.001378 14.6174932),14.6174932,121.001378,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (121.0050384 14.6180415),14.6180415,121.0050384,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (121.0080384 14.6183106),14.6183106,121.0080384,Project 2/3-Remedios via E. Rodriguez,111,,
POINT (120.988899 14.6184346),14.6184346,120.988899,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9888679 14.6175903),14.6175903,120.9888679,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9888471 14.6171176),14.6171176,120.9888471,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9882148 14.6135777),14.6135777,120.9882148,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9870773 14.6125667),14.6125667,120.9870773,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9862468 14.6118276),14.6118276,120.9862468,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9860587 14.6092269),14.6092269,120.9860587,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9857712 14.6070483),14.6070483,120.9857712,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9842354 14.5996238),14.5996238,120.9842354,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9789205 14.5937906),14.5937906,120.9789205,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9809871 14.5897458),14.5897458,120.9809871,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9827083 14.5858235),14.5858235,120.9827083,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.983626 14.5841713),14.5841713,120.983626,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9843059 14.5829868),14.5829868,120.9843059,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9861701 14.5796664),14.5796664,120.9861701,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.989036 14.5746619),14.5746619,120.989036,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9912281 14.5707386),14.5707386,120.9912281,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9917337 14.5697852),14.5697852,120.9917337,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9931431 14.5667621),14.5667621,120.9931431,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9939478 14.5650514),14.5650514,120.9939478,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9948957 14.5630557),14.5630557,120.9948957,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9961427 14.558367),14.558367,120.9961427,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9970027 14.5544696),14.5544696,120.9970027,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.9979582 14.5505565),14.5505565,120.9979582,Baclaran-Blumentritt via MOA, Taft, Quiapo,112
POINT (120.98286 14.60366),14.60366,120.98286,MCU-Recto via F. Huetias, Oroquieta,113,
POINT (120.9827 14.60456),14.60456,120.9827,MCU-Recto via F. Huetias, Oroquieta,113,
POINT (120.9829708 14.6065247),14.6065247,120.9829708,MCU-Recto via F. Huetias, Oroquieta,113,
POINT (120.9830599 14.6077629),14.6077629,120.9830599,MCU-Recto via F. Huetias, Oroquieta,113,
POINT (120.9833167 14.6110013),14.6110013,120.9833167,MCU-Recto via F. Huetias, Oroquieta,113,
POINT (120.9835808 14.614281),14.614281,120.9835808,MCU-Recto via F. Huetias, Oroquieta,113,
POINT (120.98373 14.61635),14.61635,120.98373,MCU-Recto via F. Huetias, Oroquieta,113,
POINT (120.9838106 14.6179991),14.6179991,120.9838106,MCU-Recto via F. Huetias, Oroquieta,113,
POINT (120.9818701 14.61934),14.61934,120.9818701,MCU-Recto via F. Huetias, Oroquieta,113,
POINT (120.9725467 14.587991),14.587991,120.9725467,Pier South-Project 6 via España,114,,
POINT (120.9739903 14.5855646),14.5855646,120.9739903,Pier South-Project 6 via España,114,,
POINT (120.9751128 14.5833302),14.5833302,120.9751128,Pier South-Project 6 via España,114,,
POINT (120.9783325 14.5845064),14.5845064,120.9783325,Pier South-Project 6 via España,114,,
POINT (120.9806715 14.5908503),14.5908503,120.9806715,Pier South-Project 6 via España,114,,
POINT (120.9801738 14.5930211),14.5930211,120.9801738,Pier South-Project 6 via España,114,,
POINT (120.9843742 14.5995161),14.5995161,120.9843742,Pier South-Project 6 via España,114,,
POINT (120.9874307 14.6051616),14.6051616,120.9874307,Pier South-Project 6 via España,114,,
POINT (120.9896725 14.6067528),14.6067528,120.9896725,Pier South-Project 6 via España,114,,
POINT (120.9915685 14.6084379),14.6084379,120.9915685,Pier South-Project 6 via España,114,,
POINT (120.9926787 14.60952),14.60952,120.9926787,Pier South-Project 6 via España,114,,
POINT (120.9935626 14.6104078),14.6104078,120.9935626,Pier South-Project 6 via España,114,,
POINT (120.9953977 14.6120749),14.6120749,120.9953977,Pier South-Project 6 via España,114,,
POINT (120.99746 14.6139511),14.6139511,120.99746,Pier South-Project 6 via España,114,,
POINT (120.999655 14.6159367),14.6159367,120.999655,Pier South-Project 6 via España,114,,
POINT (121.001373 14.6174903),14.6174903,121.001373,Pier South-Project 6 via España,114,,
POINT (121.0031304 14.6189161),14.6189161,121.0031304,Pier South-Project 6 via España,114,,
POINT (121.004445 14.6201332),14.6201332,121.004445,Pier South-Project 6 via España,114,,
POINT (121.0012976 14.6176001),14.6176001,121.0012976,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.999551 14.6160097),14.6160097,120.999551,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.9973708 14.6140167),14.6140167,120.9973708,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.995286 14.6121376),14.6121376,120.995286,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.9934674 14.6104854),14.6104854,120.9934674,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.9925888 14.609654),14.609654,120.9925888,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.9916131 14.6086443),14.6086443,120.9916131,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.9896035 14.6068209),14.6068209,120.9896035,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.9882115 14.6056132),14.6056132,120.9882115,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.9845593 14.6011345),14.6011345,120.9845593,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.9842368 14.5996199),14.5996199,120.9842368,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.9804532 14.5908184),14.5908184,120.9804532,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.9793611 14.5853092),14.5853092,120.9793611,Pier South–Project 8 via Quezon Ave.,115,,
POINT (120.9709278 14.5911644),14.5911644,120.9709278,Pier South–Project 8 via Quezon Ave.,115,,
POINT (121.0012969 14.6175986),14.6175986,121.0012969,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.999553 14.6160091),14.6160091,120.999553,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9973711 14.6140166),14.6140166,120.9973711,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.995286 14.6121392),14.6121392,120.995286,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9934674 14.610486),14.610486,120.9934674,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9925891 14.609654),14.609654,120.9925891,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.991487 14.6085236),14.6085236,120.991487,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9896011 14.6068187),14.6068187,120.9896011,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9882126 14.6056132),14.6056132,120.9882126,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9845613 14.6011429),14.6011429,120.9845613,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9842401 14.5996212),14.5996212,120.9842401,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9805243 14.5946234),14.5946234,120.9805243,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9789165 14.59379),14.59379,120.9789165,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9823402 14.5864132),14.5864132,120.9823402,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9827103 14.5858241),14.5858241,120.9827103,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9836256 14.5841713),14.5841713,120.9836256,West Ave-TM Kalaw via Quezon Avenue,116,,
POINT (120.9939474 14.5650495),14.5650495,120.9939474,West Ave-Vito Cruz via Quezon Avenue,117,,
