WKT,Longitude,Latitude,Route Name,Route Number
POINT (120.981285317836 14.6340211639882),120.9812853,14.63402116,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.980683245578 14.6326378469146),120.9806832,14.63263785,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.980150141599 14.6311578728966),120.9801501,14.63115787,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.979482240887 14.629255222977),120.9794822,14.62925522,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.978829636913 14.6275425592164),120.9788296,14.62754256,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.978505094754 14.6260629516454),120.9785051,14.62606295,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.979669953251 14.6256410818254),120.97967,14.62564108,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.980888191878 14.6244961751385),120.9808882,14.62449618,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.981990408637 14.6230728149197),120.9819904,14.62307281,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.981918481054 14.6220482017159),120.9819185,14.6220482,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.981876516347 14.6204876665708),120.9818765,14.62048767,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.982002516481 14.6193997607357),120.9820025,14.61939976,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.984782039321 14.6181564403866),120.984782,14.61815644,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.984590904981 14.6147980805373),120.9845909,14.61479808,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.984421733229 14.6127935091912),120.9844217,14.61279351,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.984306561571 14.611277336845),120.9843066,14.61127734,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.984173489016 14.6092934760822),120.9841735,14.60929348,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.984028551911 14.6076905621793),120.9840286,14.60769056,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.985760841027 14.6070611277454),120.9857608,14.60706113,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.984044942073 14.6035104108242),120.9840449,14.60351041,"Navotas-Recto via Dagat Dagatan, C3, C4",41
POINT (120.9818962 14.5778133),120.9818962,14.5778133,Pandacan - Pier South,42
POINT (120.986660919708 14.5795232197085),120.9866609,14.57952322,Pandacan - Pier South,42
POINT (120.984698219708 14.5785440197085),120.9846982,14.57854402,Pandacan - Pier South,42
POINT (120.982241219708 14.5770639197085),120.9822412,14.57706392,Pandacan - Pier South,42
POINT (120.976877 14.579474),120.976877,14.579474,Pandacan - Pier South,42
POINT (120.9851227 14.5694926),120.9851227,14.5694926,Pandacan - Pier South,42
POINT (120.977382769708 14.5841114697085),120.9773828,14.58411147,Pandacan - Pier South,42
POINT (120.9750843 14.5826472),120.9750843,14.5826472,Pandacan - Pier South,42
POINT (120.9750843 14.5826472),120.9750843,14.5826472,Pandacan - Pier South,42
POINT (120.980618339019 14.5895921190361),120.9806183,14.58959212,Pandacan - Pier South,42
POINT (120.975532009865 14.5830612714077),120.975532,14.58306127,Pandacan - Pier South,42
POINT (120.973213479022 14.5871722104606),120.9732135,14.58717221,Pandacan - Pier South,42
POINT (120.971104224957 14.5906455371178),120.9711042,14.59064554,Pandacan - Pier South,42
POINT (120.969522619708 14.5894591197085),120.9695226,14.58945912,Pandacan - Pier South,42
POINT (121.054119619708 14.6226059197085),121.0541196,14.62260592,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.051765719708 14.6216399197085),121.0517657,14.62163992,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.0016124 14.6150057),121.0016124,14.6150057,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.0016124 14.6150057),121.0016124,14.6150057,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.041225519708 14.6230869197085),121.0412255,14.62308692,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.038774519708 14.6233179197085),121.0387745,14.62331792,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.0016124 14.6150057),121.0016124,14.6150057,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.033768319708 14.6229270197085),121.0337683,14.62292702,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.029128419708 14.6228617197085),121.0291284,14.62286172,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.026707419708 14.6216131197085),121.0267074,14.62161312,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.024088619708 14.6210885197085),121.0240886,14.62108852,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.020631569708 14.6199977697085),121.0206316,14.61999777,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.0016124 14.6150057),121.0016124,14.6150057,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.016209769708 14.6186711197084),121.0162098,14.61867112,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.047222110143 14.6219237929643),121.0472221,14.62192379,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.0016124 14.6150057),121.0016124,14.6150057,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.011494519708 14.6163908697085),121.0114945,14.61639087,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.047222110143 14.6219237929643),121.0472221,14.62192379,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.9957848 14.6144637999999),120.9957848,14.6144638,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (121.001509019708 14.6176327197085),121.001509,14.61763272,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.9880394 14.6052594999999),120.9880394,14.6052595,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.997235619708 14.6135330197085),120.9972356,14.61353302,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.9880394 14.6052594999999),120.9880394,14.6052595,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.995028355378 14.6112648995693),120.9950284,14.6112649,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.991986119708 14.6098287197085),120.9919861,14.60982872,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.987041819708 14.6128435197085),120.9870418,14.61284352,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.988143669708 14.6088467197085),120.9881437,14.60884672,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.988143669708 14.6088467197085),120.9881437,14.60884672,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.986690419708 14.6039105197085),120.9866904,14.60391052,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.9833302 14.5972897),120.9833302,14.5972897,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.9833302 14.5972897),120.9833302,14.5972897,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.9808206 14.5944751),120.9808206,14.5944751,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.9750843 14.5826472),120.9750843,14.5826472,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.977382769708 14.5841114697085),120.9773828,14.58411147,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.977382769708 14.5841114697085),120.9773828,14.58411147,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.977382769708 14.5841114697085),120.9773828,14.58411147,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.9851227 14.5694926),120.9851227,14.5694926,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.9782401 14.5804762),120.9782401,14.5804762,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.980557019708 14.5747609197085),120.980557,14.57476092,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.984460253269 14.5707332382114),120.9844603,14.57073324,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.984859619708 14.5635902197085),120.9848596,14.56359022,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.990292219708 14.5618724197085),120.9902922,14.56187242,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.989026619708 14.5592245697085),120.9890266,14.55922457,"Cubao-Vito Cruz via E. Rodriguez, Mabini",43
POINT (120.9790281 14.5988986),120.9790281,14.5988986,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.978889069708 14.5977924697085),120.9788891,14.59779247,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.9750843 14.5826472),120.9750843,14.5826472,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.993712071444 14.5654660348568),120.9937121,14.56546603,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.981309219708 14.5848864197085),120.9813092,14.58488642,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.982639919708 14.5822017197085),120.9826399,14.58220172,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.984698219708 14.5785440197085),120.9846982,14.57854402,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.995841819708 14.5528582197085),120.9958418,14.55285822,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.996775519708 14.5489394197085),120.9967755,14.54893942,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.9962356 14.5348332),120.9962356,14.5348332,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.994380419708 14.5364846197085),120.9943804,14.53648462,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.994380419708 14.5364846197085),120.9943804,14.53648462,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.991976719708 14.5355756197085),120.9919767,14.53557562,"Baclaran-Escolta via Jones, L Guinto",44
POINT (120.9930093 14.5308531697085),120.9930093,14.53085317,"Baclaran-Escolta via Jones, L Guinto",44
POINT (121.008407584122 14.6183243227832),121.0084076,14.61832432,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9957848 14.6144637999999),120.9957848,14.6144638,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9880394 14.6052594999999),120.9880394,14.6052595,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.997235619708 14.6135330197085),120.9972356,14.61353302,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9880394 14.6052594999999),120.9880394,14.6052595,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.995009432399 14.6117169849125),120.9950094,14.61171698,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.991986119708 14.6098287197085),120.9919861,14.60982872,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.987041819708 14.6128435197085),120.9870418,14.61284352,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.988143669708 14.6088467197085),120.9881437,14.60884672,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.988143669708 14.6088467197085),120.9881437,14.60884672,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.986690419708 14.6039105197085),120.9866904,14.60391052,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9833302 14.5972897),120.9833302,14.5972897,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9833302 14.5972897),120.9833302,14.5972897,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9808206 14.5944751),120.9808206,14.5944751,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9750843 14.5826472),120.9750843,14.5826472,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.977382769708 14.5841114697085),120.9773828,14.58411147,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9782401 14.5804762),120.9782401,14.5804762,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.980557019708 14.5747609197085),120.980557,14.57476092,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.984859619708 14.5635902197085),120.9848596,14.56359022,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.990241119708 14.5688455197085),120.9902411,14.56884552,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.989496419708 14.5553593197085),120.9894964,14.55535932,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9861736 14.5513443999999),120.9861736,14.5513444,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.989240269708 14.5535262999999),120.9892403,14.5535263,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.992524819708 14.5447893197085),120.9925248,14.54478932,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.994034419708 14.5382815197085),120.9940344,14.53828152,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.994380419708 14.5364846197085),120.9943804,14.53648462,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.9893366 14.5322762999999),120.9893366,14.5322763,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.995089919708 14.5327096197085),120.9950899,14.53270962,Baclaran-Quezon Insitute (via Mabini),45
POINT (120.987777119708 14.6225224197085),120.9877771,14.62252242,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.987717069708 14.6190365),120.9877171,14.6190365,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.98899395571 14.6191102981606),120.988994,14.6191103,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9876321 14.6133752),120.9876321,14.6133752,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9861981 14.6109975),120.9861981,14.6109975,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9847642 14.6045196),120.9847642,14.6045196,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9847642 14.6045196),120.9847642,14.6045196,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.984589719708 14.6058021197085),120.9845897,14.60580212,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9833302 14.5972897),120.9833302,14.5972897,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9833302 14.5972897),120.9833302,14.5972897,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9808206 14.5944751),120.9808206,14.5944751,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9750843 14.5826472),120.9750843,14.5826472,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.981309219708 14.5848864197085),120.9813092,14.58488642,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.982639919708 14.5822017197085),120.9826399,14.58220172,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.984698219708 14.5785440197085),120.9846982,14.57854402,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.986108438029 14.5799278635794),120.9861084,14.57992786,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.985831089658 14.5802726007066),120.9858311,14.5802726,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.987697619708 14.5682584197085),120.9876976,14.56825842,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.986797124934 14.5689612826753),120.9867971,14.56896128,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.991626519708 14.5583753197085),120.9916265,14.55837532,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9926156 14.5469116999999),120.9926156,14.5469117,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9926156 14.5469116999999),120.9926156,14.5469117,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9962356 14.5348332),120.9962356,14.5348332,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9926156 14.5469116999999),120.9926156,14.5469117,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.9969525 14.5392805),120.9969525,14.5392805,Blumentritt-Libertad (via L Guinto & Quiapo),46
POINT (120.982972267863 14.6242861551493),120.9829723,14.62428616,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.98450638265 14.5707227335534),120.9845064,14.57072273,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.981881262637 14.5918026272779),120.9818813,14.59180263,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.981881262637 14.5918026272779),120.9818813,14.59180263,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.981209619708 14.6110566697085),120.9812096,14.61105667,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.980961269708 14.6130269197085),120.9809613,14.61302692,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.9790281 14.5988986),120.9790281,14.5988986,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.9790281 14.5988986),120.9790281,14.5988986,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.982768019708 14.5981755197085),120.982768,14.59817552,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.9790281 14.5988986),120.9790281,14.5988986,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.979333119708 14.5989416197085),120.9793331,14.59894162,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.978889069708 14.5977924697085),120.9788891,14.59779247,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.979333819708 14.5885644197085),120.9793338,14.58856442,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.981309219708 14.5848864197085),120.9813092,14.58488642,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.984698219708 14.5785440197085),120.9846982,14.57854402,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.990245719708 14.5690648197085),120.9902457,14.56906482,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.993836504809 14.5652642742788),120.9938365,14.56526427,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.9953855 14.5376378999999),120.9953855,14.5376379,Blumentritt-Vito Cruz LRT (via L Guinto & Sta Cruz),47
POINT (120.951081250025 14.648898598238),120.9510813,14.6488986,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.953292594257 14.6451178935867),120.9532926,14.64511789,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.954900922014 14.6430461169427),120.9549009,14.64304612,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.956169756602 14.6413205198979),120.9561698,14.64132052,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.959949430953 14.625484671566),120.9599494,14.62548467,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.959890630196 14.6229672798627),120.9598906,14.62296728,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.959716684437 14.6196766926519),120.9597167,14.61967669,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.959965991791 14.6167022886295),120.959966,14.61670229,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.960085620014 14.6149336019718),120.9600856,14.6149336,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.961465645129 14.6094513206031),120.9614656,14.60945132,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.962945437606 14.6096015511586),120.9629454,14.60960155,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.965104509744 14.6097639837665),120.9651045,14.60976398,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.966750879985 14.6099254135569),120.9667509,14.60992541,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.96761652817 14.6091815573912),120.9676165,14.60918156,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.967291161011 14.6082510197294),120.9672912,14.60825102,Brgy North Bay Boulevard - Pier South via Road 10,48
POINT (120.9693478 14.5842032),120.9693478,14.5842032,Divisoria-Pier South,49
POINT (120.9693478 14.5842032),120.9693478,14.5842032,Divisoria-Pier South,49
POINT (120.9693478 14.5842032),120.9693478,14.5842032,Divisoria-Pier South,49
POINT (120.968763919708 14.5889600197085),120.9687639,14.58896002,Divisoria-Pier South,49
POINT (120.969522619708 14.5894591197085),120.9695226,14.58945912,Divisoria-Pier South,49
POINT (120.985219042094 14.5840057574182),120.985219,14.58400576,Divisoria-Pier South,49
POINT (120.962356 14.5976497),120.962356,14.5976497,Divisoria-Pier South,49
POINT (120.962356 14.5976497),120.962356,14.5976497,Divisoria-Pier South,49
POINT (120.961295969708 14.6008246697085),120.961296,14.60082467,Divisoria-Pier South,49
POINT (120.9639695 14.5963644),120.9639695,14.5963644,Divisoria-Pier South,49
POINT (120.9982477 14.5615887999999),120.9982477,14.5615888,L. Guinto - Zobel Roxas via Paco Market,50
POINT (121.002543269708 14.5667635197085),121.0025433,14.56676352,L. Guinto - Zobel Roxas via Paco Market,50
POINT (120.9869151 14.5590401),120.9869151,14.5590401,L. Guinto - Zobel Roxas via Paco Market,50
POINT (120.996578019708 14.5646040197085),120.996578,14.56460402,L. Guinto - Zobel Roxas via Paco Market,50
POINT (120.9861981 14.5628423),120.9861981,14.5628423,L. Guinto - Zobel Roxas via Paco Market,50
POINT (120.993881819708 14.5613190197085),120.9938818,14.56131902,L. Guinto - Zobel Roxas via Paco Market,50
POINT (120.966838 14.5870989),120.966838,14.5870989,Pier South-San Andres,51
POINT (120.973354243868 14.5840794040272),120.9733542,14.5840794,Pier South-San Andres,51
POINT (120.9750843 14.5826472),120.9750843,14.5826472,Pier South-San Andres,51
POINT (120.9851227 14.5694926),120.9851227,14.5694926,Pier South-San Andres,51
POINT (120.9782401 14.5804762),120.9782401,14.5804762,Pier South-San Andres,51
POINT (120.986141653122 14.5649187619732),120.9861417,14.56491876,Pier South-San Andres,51
POINT (120.980557019708 14.5747609197085),120.980557,14.57476092,Pier South-San Andres,51
POINT (120.984460253269 14.5707332382114),120.9844603,14.57073324,Pier South-San Andres,51
POINT (120.984600719708 14.5765181697085),120.9846007,14.57651817,Pier South-San Andres,51
POINT (120.986151319708 14.5746545697085),120.9861513,14.57465457,Pier South-San Andres,51
POINT (120.998240712039 14.5787435948815),120.9982407,14.57874359,Pier South-San Andres,51
POINT (120.997414918376 14.5787831389625),120.9974149,14.57878314,Pier South-San Andres,51
POINT (120.9847642 14.5711007),120.9847642,14.5711007,Pier South-San Andres,51
POINT (120.9974419 14.5618191),120.9974419,14.5618191,Pier South-San Andres,51
POINT (120.9919339 14.5636027),120.9919339,14.5636027,Pier South-San Andres,51
POINT (120.999255138783 14.5724574329324),120.9992551,14.57245743,Pier South-San Andres,51
POINT (121.001965978161 14.5725027726794),121.001966,14.57250277,Pier South-San Andres,51
POINT (120.987777119708 14.6225224197085),120.9877771,14.62252242,Blumentritt - Libertad (via Mabini & Quiapo),52
POINT (120.987717069708 14.6190365),120.9877171,14.6190365,Blumentritt - Libertad (via Mabini & Quiapo),52
POINT (120.98899395571 14.6191102981606),120.988994,14.6191103,Blumentritt - Libertad (via Mabini & Quiapo),52
POINT (120.9850394 14.5996872),120.9850394,14.5996872,Blumentritt - Libertad (via Mabini & Quiapo),52
POINT (120.98758607685 14.612908420948),120.9875861,14.61290842,Blumentritt - Libertad (via Mabini & Quiapo),52
POINT (120.9847642 14.6045196),120.9847642,14.6045196,Blumentritt - Libertad (via Mabini & Quiapo),52
POINT (120.9847642 14.6045196),120.9847642,14.6045196,Blumentritt - Libertad (via Mabini & Quiapo),52
