WKT,Coordinates,Route Name,Route Number,,
POINT (121.0129048 14.5741169),14.5741169,121.0129048,Del Pan-Guadalupe,162,
POINT (121.0138484 14.5725369),14.5725369,121.0138484,Del Pan-Guadalupe,162,
POINT (121.0140902 14.5714388),14.5714388,121.0140902,Del Pan-Guadalupe,162,
POINT (121.0162133 14.5696159),14.5696159,121.0162133,Del Pan-Guadalupe,162,
POINT (121.0177901 14.5687662),14.5687662,121.0177901,Del Pan-Guadalupe,162,
POINT (121.0203896 14.5678094),14.5678094,121.0203896,Del Pan-Guadalupe,162,
POINT (121.022198 14.5671376),14.5671376,121.022198,Del Pan-Guadalupe,162,
POINT (121.0234002 14.5666892),14.5666892,121.0234002,Del Pan-Guadalupe,162,
POINT (121.0241418 14.568246),14.568246,121.0241418,Del Pan-Guadalupe,162,
POINT (121.0248098 14.5701026),14.5701026,121.0248098,Del Pan-Guadalupe,162,
POINT (121.0274902 14.5714221),14.5714221,121.0274902,Del Pan-Guadalupe,162,
POINT (121.0291547 14.5700517),14.5700517,121.0291547,Del Pan-Guadalupe,162,
POINT (121.0279025 14.5675604),14.5675604,121.0279025,Del Pan-Guadalupe,162,
POINT (121.0320875 14.5674329),14.5674329,121.0320875,Del Pan-Guadalupe,162,
POINT (121.0349644 14.5668404),14.5668404,121.0349644,Del Pan-Guadalupe,162,
POINT (121.0379121 14.5670791),14.5670791,121.0379121,Del Pan-Guadalupe,162,
POINT (121.0414405 14.5674263),14.5674263,121.0414405,Del Pan-Guadalupe,162,
POINT (121.0119688 14.540112),14.540112,121.0119688,M. Reyes-Libertad,163,
POINT (121.0119734 14.5410616),14.5410616,121.0119734,M. Reyes-Libertad,163,
POINT (121.0116792 14.5427713),14.5427713,121.0116792,M. Reyes-Libertad,163,
POINT (121.0113685 14.5448045),14.5448045,121.0113685,M. Reyes-Libertad,163,
POINT (121.0110177 14.546919),14.546919,121.0110177,M. Reyes-Libertad,163,
POINT (121.0106864 14.5489586),14.5489586,121.0106864,M. Reyes-Libertad,163,
POINT (121.0072959 14.5503525),14.5503525,121.0072959,M. Reyes-Libertad,163,
POINT (120.9984294 14.54762),14.54762,120.9984294,M. Reyes-Libertad,163,
POINT (120.9960627 14.5468519),14.5468519,120.9960627,M. Reyes-Libertad,163,
POINT (120.993933 14.5459177),14.5459177,120.993933,M. Reyes-Libertad,163,
POINT (120.9943646 14.5441565),14.5441565,120.9943646,M. Reyes-Libertad,163,
POINT (120.9985038 14.5429365),14.5429365,120.9985038,M. Reyes-Libertad,163,
POINT (121.0465362 14.5670181),14.5670181,121.0465362,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0466175 14.5674086),14.5674086,121.0466175,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0442303 14.5681417),14.5681417,121.0442303,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0414408 14.5674223),14.5674223,121.0414408,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.037911 14.567081),14.567081,121.037911,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0349611 14.5668378),14.5668378,121.0349611,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0320889 14.5674342),14.5674342,121.0320889,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0297288 14.5679952),14.5679952,121.0297288,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0267931 14.5689245),14.5689245,121.0267931,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0229859 14.5701376),14.5701376,121.0229859,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0209622 14.57072),14.57072,121.0209622,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0180432 14.5713404),14.5713404,121.0180432,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0157888 14.5717525),14.5717525,121.0157888,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0156312 14.5718758),14.5718758,121.0156312,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0149062 14.5719264),14.5719264,121.0149062,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0138456 14.5725338),14.5725338,121.0138456,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0463842 14.566696),14.566696,121.0463842,Guadalupe Market-L. Guinto via Pasig Line,164,
POINT (121.0129681 14.5740004),14.5740004,121.0129681,One Ayala-Circuit Makati,165,
POINT (121.0138038 14.5725723),14.5725723,121.0138038,One Ayala-Circuit Makati,165,
POINT (121.014083 14.5714529),14.5714529,121.014083,One Ayala-Circuit Makati,165,
POINT (121.0162137 14.569617),14.569617,121.0162137,One Ayala-Circuit Makati,165,
POINT (121.0177942 14.5687686),14.5687686,121.0177942,One Ayala-Circuit Makati,165,
POINT (121.0203926 14.5678154),14.5678154,121.0203926,One Ayala-Circuit Makati,165,
POINT (121.0272933 14.5652892),14.5652892,121.0272933,One Ayala-Circuit Makati,165,
POINT (121.0285904 14.5631668),14.5631668,121.0285904,One Ayala-Circuit Makati,165,
POINT (121.02724 14.5603603),14.5603603,121.02724,One Ayala-Circuit Makati,165,
POINT (121.0289412 14.5501463),14.5501463,121.0289412,One Ayala-Circuit Makati,165,
POINT (121.023424 14.5526824),14.5526824,121.023424,One Ayala-Circuit Makati,165,
POINT (121.0277953 14.5611461),14.5611461,121.0277953,One Ayala-Circuit Makati,165,
POINT (121.0224203 14.5637807),14.5637807,121.0224203,One Ayala-Circuit Makati,165,
POINT (121.0230247 14.5652177),14.5652177,121.0230247,One Ayala-Circuit Makati,165,
POINT (121.0236334 14.5668651),14.5668651,121.0236334,One Ayala-Circuit Makati,165,
POINT (121.0241504 14.5682432),14.5682432,121.0241504,One Ayala-Circuit Makati,165,
POINT (121.0229848 14.5701363),14.5701363,121.0229848,One Ayala-Circuit Makati,165,
POINT (121.0186775 14.5721197),14.5721197,121.0186775,One Ayala-Circuit Makati,165,
POINT (121.0149063 14.5719269),14.5719269,121.0149063,One Ayala-Circuit Makati,165,
POINT (121.0138043 14.5725715),14.5725715,121.0138043,One Ayala-Circuit Makati,165,
POINT (121.0129681 14.5740004),14.5740004,121.0129681,One Ayala-Circuit Makati,165,
POINT (121.0303065 14.5608927),14.5608927,121.0303065,EDSA/Buendia-Mandaluyong City Hall via Jupiter, Rockwell,166
POINT (121.0262975 14.56264),14.56264,121.0262975,EDSA/Buendia-Mandaluyong City Hall via Jupiter, Rockwell,166
POINT (121.0224258 14.5637781),14.5637781,121.0224258,EDSA/Buendia-Mandaluyong City Hall via Jupiter, Rockwell,166
POINT (121.0230296 14.5652199),14.5652199,121.0230296,EDSA/Buendia-Mandaluyong City Hall via Jupiter, Rockwell,166
POINT (121.0272974 14.5652952),14.5652952,121.0272974,EDSA/Buendia-Mandaluyong City Hall via Jupiter, Rockwell,166
POINT (121.0300655 14.5658568),14.5658568,121.0300655,EDSA/Buendia-Mandaluyong City Hall via Jupiter, Rockwell,166
POINT (121.0346981 14.5551956),14.5551956,121.0346981,EDSA/Buendia-Mandaluyong City Hall via Jupiter, Rockwell,166
